H_Stride Length,H_Toe Height,H_Stride Duration,H_Swingphase Duration,H_Stancephase Duration,F_Stride Length,F_Toe Height,F_Stride Duration,F_Swingphase Duration,F_Stancephase Duration
5.673,1.0716,0.7125,0.0875,0.625,3.999,1.0575,0.375,0.125,0.25
5.735,0.6768,0.425,0.1125,0.3125,2.759,2.0868,1.025,0.0625,0.9625
5.952,1.91055,0.85,0.1,0.75,4.836,1.833,0.6375,0.1375,0.5
4.371,1.41,0.55,0.1125,0.4375,3.379,1.3113,0.4125,0.1,0.3125
5.177,1.1985,0.6125,0.0875,0.525,5.673,1.5228,0.4625,0.0625,0.4
5.518,1.3113,0.55,0.075,0.475,4.433,1.6074,0.5375,0.1125,0.425
6.665,1.3677,0.375,0.1,0.275,3.193,1.41,0.725,0.075,0.65
2.945,0,0.4875,0.05,0.4375,4.247,0.7896,0.4125,0.15,0.2625
4.96,1.9881,1.1875,0.1,1.0875,3.162,1.6356,0.525,0.075,0.45
7.254,2.31945,1.025,0.15,0.875,3.348,1.9176,0.8625,0.075,0.7875
6.51,1.7061,1.0375,0.1,0.9375,5.425,1.17735,0.4125,0.15,0.2625
8.742,2.20665,0.8625,0.1125,0.75,4.03,2.0586,1.3,0.075,1.225
5.673,0.6768,0.65,0.075,0.575,3.875,1.20555,0.275,0.075,0.2
5.115,1.5228,0.7875,0.075,0.7125,3.379,1.92465,1.3875,0.075,1.3125
8.68,2.1432,0.9,0.125,0.775,6.386,1.2549,0.825,0.125,0.7
4.96,0.7614,0.8875,0.0625,0.825,4.309,1.6356,0.45,0.1,0.35
4.154,0.83895,0.825,0.1375,0.6875,4.743,1.68495,0.8,0.0625,0.7375
5.704,1.48755,1.725,0.075,1.65,5.859,2.06565,0.475,0.1375,0.3375
5.239,1.68495,0.525,0.1125,0.4125,0.62,0.96585,0.3125,0.0625,0.25
4.154,0.27495,0.5875,0.0625,0.525,2.79,1.1562,0.8125,0.0875,0.725
5.456,1.9458,0.65,0.1125,0.5375,5.425,1.269,0.525,0.1,0.425
5.735,1.21965,0.825,0.15,0.675,5.239,1.33245,0.4375,0.1625,0.275
3.41,1.31835,0.7125,0.2625,0.45,1.333,1.0998,0.6875,0.0375,0.65
5.859,1.88235,0.85,0.175,0.675,5.177,1.5792,0.5375,0.1,0.4375
4.774,1.2408,0.775,0.1125,0.6625,4.402,1.269,0.45,0.1,0.35
8.122,1.69905,0.5875,0.1,0.4875,3.41,1.2549,0.5125,0.075,0.4375
4.774,1.1844,0.3625,0.075,0.2875,3.968,1.4946,0.325,0.1,0.225
4.464,0.85305,0.6625,0.075,0.5875,1.581,1.3959,0.2625,0.0875,0.175
2.79,0.07755,0.5875,0.05,0.5375,1.519,1.9176,0.575,0.0875,0.4875
1.984,0.2115,0.6875,0.075,0.6125,3.007,0.8319,0.6375,0.075,0.5625
6.789,1.8048,0.5875,0.1,0.4875,3.844,0.7896,0.6125,0.125,0.4875
6.5184,1.143125,1.525,0.1125,1.4125,5.673,0.99405,0.95,0.1125,0.8375
8.148,1.054625,0.625,0.1375,0.4875,4.34,0.7614,0.575,0.1125,0.4625
4.8888,0.6785,0.4125,0.2,0.2125,4.991,1.0716,0.7,0.075,0.625
4.9179,1.069375,0.8625,0.1125,0.75,5.022,1.38885,0.6625,0.0625,0.6
5.6454,0.8555,2.3,0.725,1.575,4.929,0.9447,0.675,0.125,0.55
5.4708,1.069375,0.7125,0.3375,0.375,5.239,1.0434,0.4125,0.0875,0.325
4.8888,1.025125,0.375,0.075,0.3,2.48,1.2972,0.6,0.075,0.525
5.4126,1.062,0.7375,0.125,0.6125,1.333,0.0564,0.3875,0.0375,0.35
4.8888,1.320125,0.5625,0.075,0.4875,1.891,0.13395,0.45,0.05,0.4
4.8015,1.28325,1.1125,0.125,0.9875,3.162,0.9588,0.8125,0.075,0.7375
5.4417,2.1535,0.475,0.1125,0.3625,4.681,0.86715,0.9,0.1,0.8
3.2883,0.5605,0.7875,0.5125,0.275,4.836,1.2408,0.8,0.075,0.725
1.746,0.6195,0.2625,0.1125,0.15,5.952,1.0434,0.5625,0.0875,0.475
4.0449,0.708,0.4375,0.1,0.3375,4.216,0.9306,0.8,0.125,0.675
6.6348,0.60475,0.7,0.125,0.575,6.448,1.09275,0.275,0.1125,0.1625
4.7142,0.848125,0.55,0.0875,0.4625,1.736,1.3254,0.95,0.175,0.775
4.8015,0.84075,0.5875,0.1875,0.4,3.875,0.9729,0.5875,0.0625,0.525
3.5793,0.66375,0.7875,0.175,0.6125,6.076,1.1703,0.6375,0.075,0.5625
4.3068,0.907125,0.9375,0.1375,0.8,5.611,1.24785,0.9125,0.125,0.7875
4.8888,0.9145,0.6,0.1,0.5,3.689,0.5781,0.4,0.1375,0.2625
3.5502,0.84075,0.475,0.175,0.3,4.402,0.9588,0.5375,0.0875,0.45
7.3914,0.7965,0.8625,0.1625,0.7,4.743,1.5933,0.65,0.0625,0.5875
4.5978,1.10625,1,0.1375,0.8625,3.782,1.13505,0.3125,0.0625,0.25
4.7142,0.95875,0.5125,0.0875,0.425,3.007,1.37475,0.7875,0.1,0.6875
2.2989,0.7375,0.8375,0.125,0.7125,4.805,0.9024,0.675,0.1,0.575
5.6745,1.003,1.425,0.1875,1.2375,5.797,0.9588,0.6375,0.1375,0.5
2.852,0.0846,1.375,0.075,1.3,2.449,1.29015,0.35,0.0625,0.2875
7.006,1.13505,0.375,0.1125,0.2625,3.317,1.41,0.6625,0.05,0.6125
2.976,0.0987,0.7,0.075,0.625,4.371,1.6074,0.45,0.075,0.375
5.952,0.4653,1.0125,0.175,0.8375,3.348,1.2549,0.5,0.0625,0.4375
6.913,0.5358,0.9875,0.1625,0.825,3.224,1.33245,0.3625,0.05,0.3125
5.673,0.4794,0.5,0.125,0.375,3.255,1.3254,0.3375,0.05,0.2875
1.612,0.2538,0.6,0.1125,0.4875,2.79,1.5228,0.625,0.0625,0.5625
3.596,0.74025,0.7,0.0625,0.6375,4.619,1.5933,0.375,0.075,0.3
4.092,0.50055,1.125,0.1125,1.0125,2.79,1.551,0.5,0.075,0.425
4.061,0.3666,1.1625,0.15,1.0125,3.286,1.0716,0.35,0.075,0.275
4.433,0.40185,1.3,0.15,1.15,3.162,1.76955,0.45,0.0625,0.3875
8.06,0.97995,1.0125,0.125,0.8875,3.317,1.5792,0.4625,0.05,0.4125
9.393,0.3666,1.675,0.45,1.225,3.193,1.27605,0.3375,0.05,0.2875
7.161,0.97995,1.35,0.0875,1.2625,4.309,1.13505,0.425,0.0625,0.3625
3.069,0.2115,0.3375,0.075,0.2625,2.015,1.58625,0.45,0.05,0.4
4.123,1.0857,0.475,0.0875,0.3875,2.914,1.13505,0.55,0.0625,0.4875
3.069,0.6204,0.5,0.1125,0.3875,3.534,1.0716,0.45,0.0625,0.3875
6.944,1.10685,0.3125,0.0875,0.225,3.689,1.9176,0.3875,0.0625,0.325
3.8994,0.649,1.025,0.1375,0.8875,2.139,1.1562,0.5,0.125,0.375
5.5872,0.7965,1.2375,0.1375,1.1,3.038,0.987,0.325,0.075,0.25
4.1613,0.708,0.9125,0.15,0.7625,2.635,1.23375,0.6,0.175,0.425
5.9946,0.54575,1.125,0.1875,0.9375,4.061,1.7484,0.6375,0.05,0.5875
4.947,0.9145,1.1125,0.225,0.8875,1.705,0.93765,0.375,0.05,0.325
5.1216,0.656375,1.2625,0.1625,1.1,3.813,1.30425,0.45,0.0625,0.3875
3.3756,0.25075,1.0125,0.35,0.6625,3.038,1.6356,0.425,0.0625,0.3625
5.6745,0.626875,1.1125,0.1375,0.975,3.286,1.2408,0.325,0.0875,0.2375
5.5872,0.826,1.125,0.1375,0.9875,3.813,1.8894,0.3875,0.0875,0.3
5.2962,0.9145,1.475,0.225,1.25,2.48,1.34655,0.5375,0.05,0.4875
4.4523,0.612125,0.675,0.2125,0.4625,3.813,1.4664,0.7875,0.15,0.6375
2.7936,0.9735,0.8125,0.3625,0.45,4.309,1.07865,0.5625,0.1,0.4625
5.3253,0.9735,1.0125,0.175,0.8375,2.666,1.4664,0.5125,0.075,0.4375
5.9655,0.8555,0.9375,0.1625,0.775,3.007,1.3536,0.4125,0.075,0.3375
4.3941,0.9735,1.025,0.175,0.85,3.875,1.269,0.5625,0.075,0.4875
5.238,0.295,1.475,0.125,1.35,4.526,1.6074,0.575,0.0625,0.5125
2.6481,0.036875,0.5375,0.1125,0.425,3.131,1.128,0.5125,0.075,0.4375
3.783,0.0885,0.55,0.0625,0.4875,3.782,1.48755,0.425,0.05,0.375
5.6745,0.767,0.8375,0.175,0.6625,3.007,0.68385,0.3125,0.05,0.2625
4.9179,0.8555,0.65,0.1375,0.5125,2.573,1.41,0.4625,0.05,0.4125
5.022,1.68495,1.05,0.125,0.925,2.697,1.0998,0.375,0.1125,0.2625
6.138,1.24785,1.0375,0.1,0.9375,1.643,0.75435,0.475,0.0625,0.4125
7.378,1.0998,0.8,0.1,0.7,2.697,0.8601,0.55,0.1,0.45
4.123,0.9447,0.75,0.1,0.65,4.774,1.0293,0.425,0.0875,0.3375
7.037,1.3818,0.8875,0.1125,0.775,2.852,0.8601,0.4625,0.0875,0.375
5.549,1.1844,0.7875,0.15,0.6375,3.193,0.7755,0.325,0.0875,0.2375
5.983,1.0998,1.0375,0.0875,0.95,1.519,0.95175,0.5125,0.0375,0.475
6.51,1.0152,0.8375,0.1,0.7375,4.278,0.74025,0.475,0.1125,0.3625
4.123,0.86715,0.7125,0.1625,0.55,2.821,1.3113,0.3875,0.075,0.3125
5.611,1.2972,0.9125,0.1,0.8125,2.511,0.9588,0.45,0.125,0.325
6.696,1.0716,0.8625,0.1125,0.75,2.976,1.06455,0.5875,0.0625,0.525
6.386,0.90945,1.05,0.1625,0.8875,4.278,0.987,0.45,0.075,0.375
7.285,0.8742,0.95,0.1375,0.8125,3.038,1.4382,0.45,0.075,0.375
7.13,1.17735,0.8125,0.125,0.6875,3.224,1.0011,0.3625,0.075,0.2875
6.727,1.3818,0.8,0.1,0.7,1.674,0.89535,0.325,0.0375,0.2875
6.231,1.31835,1.0625,0.1125,0.95,2.666,1.03635,0.325,0.1,0.225
6.789,1.3254,0.8375,0.1125,0.725,1.798,0.76845,0.6875,0.05,0.6375
6.603,1.38885,0.8375,0.1375,0.7,5.177,0.9165,0.5625,0.1625,0.4
5.921,1.2408,0.975,0.1125,0.8625,3.627,0.65565,0.55,0.15,0.4
6.355,1.5369,0.7625,0.1,0.6625,2.759,1.06455,0.475,0.075,0.4
6.975,1.4382,1.0375,0.1,0.9375,2.976,0.846,0.375,0.1,0.275
6.727,0.96585,0.8875,0.125,0.7625,2.666,1.1562,0.575,0.0625,0.5125
6.913,1.2972,0.9125,0.1375,0.775,3.41,1.13505,0.5125,0.075,0.4375
6.2,1.2126,0.8875,0.1,0.7875,3.565,0.95175,0.4125,0.0625,0.35
6.603,1.17735,0.975,0.1375,0.8375,3.689,1.269,0.525,0.125,0.4
7.285,1.21965,1.0125,0.125,0.8875,2.48,1.2831,0.4125,0.075,0.3375
7.595,1.5933,0.9625,0.1125,0.85,3.441,1.2408,0.675,0.3,0.375
7.378,1.52985,0.975,0.1125,0.8625,2.945,1.09275,0.3875,0.1125,0.275
6.138,1.2972,0.8,0.1,0.7,2.077,1.41,0.475,0.1,0.375
6.541,1.0434,1.025,0.125,0.9,1.86,1.269,0.325,0.1,0.225
7.254,1.20555,1.0125,0.1125,0.9,1.86,1.5228,0.4625,0.1375,0.325
7.347,1.4523,0.9375,0.1125,0.825,1.891,1.2126,0.4,0.075,0.325
6.789,0.705,0.7125,0.1375,0.575,2.573,0.81075,0.3,0.1375,0.1625
6.293,1.34655,0.9875,0.125,0.8625,1.519,0.7332,0.4625,0.05,0.4125
6.541,1.269,0.95,0.1625,0.7875,2.542,0.97995,0.2375,0.0625,0.175
6.51,1.14915,0.9,0.125,0.775,2.449,0.9588,0.5125,0.0625,0.45
7.409,1.38885,0.8375,0.1375,0.7,3.193,0.846,0.375,0.1,0.275
6.324,0.7896,0.9875,0.1125,0.875,2.046,0.9588,0.5375,0.075,0.4625
6.727,1.00815,1.05,0.1,0.95,4.588,1.07865,0.4375,0.175,0.2625
6.107,0.44415,0.825,0.075,0.75,1.767,0.8883,0.5125,0.1125,0.4
5.58,1.3254,0.8375,0.1,0.7375,2.914,1.12095,0.4875,0.0875,0.4
7.409,1.0998,0.9125,0.1,0.8125,3.038,1.0152,0.5125,0.0625,0.45
5.58,1.0575,0.775,0.15,0.625,4.402,1.13505,0.4125,0.1375,0.275
6.572,1.10685,0.9625,0.1125,0.85,1.674,0.9024,0.575,0.0375,0.5375
7.254,1.0998,0.925,0.1375,0.7875,4.495,0.9447,0.525,0.0875,0.4375
5.58,1.0293,0.9375,0.15,0.7875,3.069,1.16325,0.35,0.0375,0.3125
6.975,1.29015,0.85,0.1125,0.7375,2.821,1.07865,0.4125,0.1,0.3125
5.735,1.1562,0.9,0.1125,0.7875,1.798,1.0857,0.475,0.05,0.425
7.533,1.2972,0.9875,0.1,0.8875,3.968,1.19145,0.55,0.1875,0.3625
6.479,1.24785,0.7375,0.1125,0.625,1.86,0.9024,0.5,0.0625,0.4375
7.068,0.9729,0.9,0.125,0.775,4.092,1.2126,0.5,0.1,0.4
7.44,1.4946,0.9,0.1875,0.7125,3.348,1.13505,0.3625,0.0625,0.3
6.882,1.30425,0.9125,0.125,0.7875,1.798,0.85305,0.475,0.0875,0.3875
5.2962,1.298,1.075,0.125,0.95,3.317,1.0152,0.3875,0.0375,0.35
6.7512,0.57525,0.825,0.2,0.625,3.503,0.7614,0.425,0.1125,0.3125
3.783,1.87325,0.9,0.1,0.8,2.325,1.16325,0.525,0.0875,0.4375
4.7433,0.818625,0.875,0.125,0.75,3.813,0.987,0.4125,0.1125,0.3
4.947,1.423375,1.0125,0.125,0.8875,2.139,1.128,0.5,0.05,0.45
4.8306,1.777375,1.15,0.175,0.975,2.635,0.74025,0.3875,0.1375,0.25
6.3147,1.098875,1.075,0.15,0.925,2.356,0.69795,0.5875,0.05,0.5375
5.2671,1.452875,0.975,0.125,0.85,3.875,1.09275,0.425,0.125,0.3
5.5872,1.298,0.9,0.1375,0.7625,2.573,0.83895,0.55,0.1125,0.4375
5.4999,1.239,1.075,0.1375,0.9375,3.627,0.72615,0.425,0.15,0.275
6.6348,1.084125,0.9,0.1625,0.7375,1.798,1.1844,0.45,0.075,0.375
6.0819,1.334875,0.7875,0.1375,0.65,2.883,1.5792,0.3125,0.0875,0.225
5.9655,1.423375,0.7625,0.1375,0.625,2.17,1.82595,0.5625,0.1125,0.45
5.4417,1.5045,0.8375,0.1375,0.7,3.1,1.4241,0.4125,0.175,0.2375
5.7036,1.5045,0.9375,0.1625,0.775,2.48,1.36065,0.6125,0.075,0.5375
6.402,1.3865,0.8,0.1,0.7,3.627,1.2972,0.525,0.0875,0.4375
4.5105,1.497125,0.9875,0.15,0.8375,3.72,0.7614,0.4125,0.0625,0.35
5.2962,1.423375,0.9,0.175,0.725,2.666,0.7191,0.475,0.2125,0.2625
6.5184,0.98825,0.8,0.1375,0.6625,1.612,0.76845,0.375,0.0375,0.3375
3.8703,1.305375,0.9625,0.175,0.7875,2.573,0.83895,0.275,0.0625,0.2125
5.82,1.31275,0.925,0.1375,0.7875,2.883,1.36065,0.4875,0.0875,0.4
5.9073,1.482375,0.9,0.1125,0.7875,1.953,0.6486,0.35,0.0625,0.2875
5.9655,1.3865,0.95,0.1125,0.8375,2.914,0.9588,0.6125,0.1125,0.5
6.1983,1.334875,1,0.1375,0.8625,2.914,1.07865,0.375,0.075,0.3
6.2856,1.07675,1.125,0.125,1,2.232,0.92355,0.5375,0.05,0.4875
5.6163,1.48975,0.9,0.1875,0.7125,4.216,1.17735,0.375,0.0625,0.3125
4.8597,1.37175,0.825,0.1125,0.7125,2.914,1.3959,0.6,0.05,0.55
6.1692,1.0915,1.0375,0.1875,0.85,4.557,0.846,0.3875,0.1125,0.275
6.1692,1.025125,0.975,0.125,0.85,2.232,1.0998,0.4125,0.05,0.3625
6.1401,1.298,0.8625,0.125,0.7375,3.441,1.16325,0.475,0.1,0.375
6.1401,1.261125,0.875,0.15,0.725,2.015,1.06455,0.475,0.0375,0.4375
6.402,2.124,0.875,0.175,0.7,3.658,0.9588,0.2625,0.0375,0.225
5.5581,1.570875,0.7625,0.1625,0.6,2.914,1.1139,0.6875,0.1,0.5875
5.5872,1.895375,1.05,0.1625,0.8875,3.596,0.83895,0.3875,0.0875,0.3
6.984,1.2685,0.9375,0.1375,0.8,2.573,1.27605,0.5875,0.0375,0.55
6.3147,1.593,0.9,0.125,0.775,4.464,0.78255,0.375,0.15,0.225
5.8782,1.5045,0.9125,0.1625,0.75,2.542,1.14915,0.6375,0.05,0.5875
4.8888,1.31275,0.9125,0.1875,0.725,4.464,1.1844,0.5625,0.0875,0.475
5.529,1.408625,0.95,0.15,0.8,3.193,1.0152,0.4,0.0875,0.3125
5.2089,1.48975,0.8625,0.175,0.6875,2.697,1.1703,0.4625,0.0625,0.4
5.3253,1.3865,0.875,0.2,0.675,2.852,1.23375,0.4375,0.0875,0.35
5.7909,1.320125,0.925,0.1,0.825,3.131,0.705,0.525,0.1125,0.4125
5.9655,1.2685,1,0.2,0.8,3.472,1.33245,0.3375,0.125,0.2125
6.0819,1.334875,0.8375,0.15,0.6875,1.519,1.1844,0.5,0.075,0.425
5.6745,1.202125,0.8625,0.1375,0.725,3.441,1.3395,0.5,0.1,0.4
5.5872,1.18,0.95,0.1375,0.8125,2.139,1.64265,0.5125,0.1125,0.4
6.3438,1.003,0.7625,0.125,0.6375,1.612,1.3959,0.3875,0.125,0.2625
5.4126,1.541375,0.925,0.1375,0.7875,2.511,2.2983,0.4625,0.0875,0.375
7.0422,1.113625,0.975,0.15,0.825,3.379,1.269,0.575,0.175,0.4
6.2856,1.703625,0.8875,0.1625,0.725,2.48,1.4523,0.475,0.0875,0.3875
6.5475,1.202125,0.8,0.15,0.65,3.41,1.6638,0.4125,0.1125,0.3
5.4999,1.423375,0.9125,0.125,0.7875,1.829,0.6486,0.3375,0.0375,0.3
5.735,1.3254,1.1,0.175,0.925,4.588,0.33135,0.3875,0.0875,0.3
9.951,1.23375,1.2125,0.125,1.0875,4.867,0.7614,0.7375,0.1,0.6375
7.781,1.20555,1.15,0.0875,1.0625,3.906,1.19145,0.6875,0.125,0.5625
10.788,0.8319,1.2875,0.125,1.1625,3.596,0.6768,0.4125,0.075,0.3375
7.378,1.269,0.9,0.1625,0.7375,5.022,0.85305,0.5625,0.0625,0.5
9.021,0.93765,0.7125,0.1125,0.6,4.092,0.7896,0.7,0.0875,0.6125
8.401,0.9588,1.1375,0.1125,1.025,5.053,0.59925,0.525,0.1,0.425
7.781,1.551,0.9625,0.1,0.8625,5.022,0.3948,0.35,0.1125,0.2375
7.285,1.3818,0.9375,0.1125,0.825,2.542,0.5358,0.5,0.075,0.425
6.386,1.09275,0.375,0.125,0.25,3.255,0.3525,0.2625,0.075,0.1875
7.192,0.72615,1.375,0.125,1.25,2.759,0.7896,0.4125,0.075,0.3375
8.773,0.6768,1.3125,0.1125,1.2,2.945,0.9729,0.8375,0.05,0.7875
8.711,0.97995,0.9375,0.125,0.8125,3.875,0.9024,0.725,0.075,0.65
3.492,1.40125,1.0125,0.0875,0.925,3.1,0.51465,0.25,0.075,0.175
5.8782,1.098875,1.275,0.125,1.15,5.146,1.19145,0.2125,0.1375,0.075
